pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
8753,1,0,2005,LALCHAND MAHTO,Jharkhand,DUMRI,RJD,,23774,M,2,3,0,FALSE,FALSE,23.58,6803,6.75,45,,3
8753,2,0,2009,LALCHAND MAHTO,Jharkhand,DUMRI,IND,RJD,19084,M,3,3,0,FALSE,FALSE,19.26,15184,15.32,55,,3
8753,3,0,2014,LALCHAND MAHTO,Jharkhand,DUMRI,BJP,IND,45503,M,2,3,0,FALSE,FALSE,26.29,28773,16.62,62,,3
AEBR14732,1,0,2005,RABINDRA NATH MAHATO,Jharkhand,NALA,JMM,,30847,M,1,3,2,FALSE,FALSE,30,1122,1.09,45,2,3
AEBR14732,2,0,2009,RABINDRA NATH MAHATO,Jharkhand,NALA,JMM,JMM,34171,M,2,3,2,FALSE,TRUE,28.13,15157,12.48,50,2,3
AEBR14732,3,0,2014,RABINDRA NATH MAHTO,Jharkhand,NALA,JMM,JMM,56131,M,1,3,2,FALSE,FALSE,33.7,7015,4.21,55,2,3
AEBR14783,1,0,2005,HARI NARAYAN RAY,Jharkhand,JARMUNDI,IND,,28480,M,1,3,2,FALSE,FALSE,25.84,6309,5.72,44,2,3
AEBR14783,2,0,2009,HARINARAYAN RAY,Jharkhand,JARMUNDI,IND,IND,33512,M,1,3,2,FALSE,TRUE,28.87,10487,9.03,48,2,3
AEBR14783,3,0,2014,HARI NARAYAN RAY,Jharkhand,JARMUNDI,JMM,IND,41273,M,2,3,2,FALSE,TRUE,27.05,11308,7.41,52,2,3
AEBR14816,1,0,2005,SANJAY PRASAD YADAV,Jharkhand,GODDA,RJD,,30639,M,2,4,1,FALSE,FALSE,22.39,6762,4.94,34,1,3
AEBR14816,2,0,2009,SANJAY PRASAD YADAV,Jharkhand,GODDA,RJD,RJD,43502,M,1,4,1,FALSE,FALSE,31.09,8755,6.26,38,1,3
AEBR14816,3,0,2014,SANJAY PRASAD YADAV,Jharkhand,GODDA,RJD,RJD,52672,M,2,4,1,FALSE,TRUE,29.44,35343,19.75,42,1,3
AEBR14816,3,1,2016,Sanjay Prasad Yadav,Jharkhand,GODDA,RJD,RJD,49436,,2,4,1,FALSE,FALSE,30.82,31099,19.39,,1,3
AEBR14839,1,0,2005,ASHOK KUMAR,Jharkhand,MAHAGAMA,BJP,,46253,M,1,3,2,FALSE,FALSE,33.49,6428,4.65,38,2,3
AEBR14839,2,0,2009,ASHOK KUMAR,Jharkhand,MAHAGAMA,BJP,BJP,35648,M,2,3,2,FALSE,TRUE,25.34,23411,16.64,43,2,3
AEBR14839,3,0,2014,ASHOK KUMAR,Jharkhand,MAHAGAMA,BJP,BJP,70635,M,1,3,2,FALSE,FALSE,39.28,31560,17.55,49,2,3
AEBR16265,1,0,2005,SATYANAND BHOKTA,Jharkhand,CHATRA,BJP,,50332,M,1,3,1,FALSE,FALSE,39.42,4682,3.67,35,1,3
AEBR16265,2,0,2009,SATYANAND BHOGTA,Jharkhand,SIMARIA,BJP,BJP,25613,M,3,3,1,FALSE,TRUE,19.45,7675,5.83,38,1,3
AEBR16265,3,0,2014,SATYANAND BHOKTA,Jharkhand,CHATRA,JVM,BJP,49169,M,2,3,1,TRUE,FALSE,27.03,11849,6.51,44,1,3
AEBR16301,2,0,2009,KUMAR MAHESH SINGH,Jharkhand,MANDHU,INC,,29220,M,2,2,0,FALSE,FALSE,17.31,3318,1.97,56,,2
AEBR16301,3,0,2014,KUMAR MAHESH SINGH,Jharkhand,MANDHU,BJP,INC,71487,M,2,2,0,TRUE,FALSE,31.31,46865,20.53,64,,2
AEBR16354,1,0,2005,SATYA NARAYAN DAS,Jharkhand,JAMUA,CPI(ML)(L),,26450,M,3,3,0,FALSE,FALSE,19.49,22611,16.66,45,,3
AEBR16354,2,0,2009,SATYA NARAYAN DAS,Jharkhand,JAMUA,CPI(ML)(L),CPI(ML)(L),24297,M,2,3,0,FALSE,FALSE,19.23,4858,3.84,38,,3
AEBR16354,3,0,2014,SATYA NARAYAN DAS,Jharkhand,JAMUA,JVM,CPI(ML)(L),32927,M,2,3,0,TRUE,FALSE,20.76,8928,5.63,47,,3
AEBR16382,1,0,2005,JAGARNATH MAHTO,Jharkhand,DUMRI,JMM,,41784,M,1,3,3,FALSE,FALSE,41.45,18010,17.87,45,3,3
AEBR16382,2,0,2009,JAGARNATH MAHTO,Jharkhand,DUMRI,JMM,JMM,33960,M,1,3,3,FALSE,TRUE,34.27,13668,13.79,42,3,3
AEBR16382,3,0,2014,JAGARNATH MAHTO,Jharkhand,DUMRI,JMM,JMM,77984,M,1,3,3,FALSE,TRUE,45.05,32481,18.76,48,3,3
AEBR16442,1,0,2005,MATHURA PRASAD MAHATO,Jharkhand,TUNDI,JMM,,52112,M,1,3,2,FALSE,FALSE,37.84,25937,18.83,37,2,3
AEBR16442,2,0,2009,MATHURA PRASAD MAHATO,Jharkhand,TUNDI,JMM,JMM,40787,M,1,3,2,FALSE,TRUE,30.12,918,0.68,42,2,3
AEBR16442,3,0,2014,MATHURA PRASAD MAHATO,Jharkhand,TUNDI,JMM,JMM,54340,M,2,3,2,FALSE,TRUE,30.78,9111,5.16,47,2,3
AEBR16490,1,0,2005,ARUP CHATTERJEE,Jharkhand,NIRSA,MCO,,48196,M,2,3,2,FALSE,FALSE,30.25,17518,11,31,2,3
AEBR16490,2,0,2009,ARUP CHATTERJEE,Jharkhand,NIRSA,MCO,MCO,68965,M,1,3,2,FALSE,FALSE,43.8,35577,22.59,35,2,3
AEBR16490,3,0,2014,ARUP CHATTERJEE,Jharkhand,NIRSA,MCO,MCO,51581,M,1,3,2,FALSE,TRUE,25.65,1035,0.51,41,2,3
AEBR16508,1,0,2005,YOGENDRA YADAV,Jharkhand,JHARIA,RJD,,20092,M,3,2,0,FALSE,FALSE,13.87,11360,7.84,42,,2
AEBR16508,3,0,2014,YOGENDRA YADAV,Jharkhand,JHARIA,JVM,RJD,9908,M,4,2,0,TRUE,FALSE,6.44,7610,4.95,55,,2
AEBR16571,1,0,2005,RAGHUBAR DAS,Jharkhand,JAMSHEDPUR EAST,BJP,,65116,M,1,3,3,FALSE,FALSE,52.96,18398,14.96,49,3,3
AEBR16571,2,0,2009,RAGHUBAR DAS,Jharkhand,JAMSHEDPUR EAST,BJP,BJP,56165,M,1,3,3,FALSE,TRUE,50.29,22963,20.56,54,3,3
AEBR16571,3,0,2014,RAGHUBAR DAS,Jharkhand,JAMSHEDPUR EAST,BJP,BJP,103427,M,1,3,3,FALSE,TRUE,61.48,70157,41.7,59,3,3
AEBR16582,1,0,2005,BANNA GUPTA,Jharkhand,JAMSHEDPUR WEST,SP,,34733,M,2,3,1,FALSE,FALSE,23.65,609,0.41,31,1,3
AEBR16582,2,0,2009,BANNA GUPTA,Jharkhand,JAMSHEDPUR WEST,INC,SP,55638,M,1,3,1,TRUE,FALSE,45.29,3297,2.68,36,1,3
AEBR16582,3,0,2014,BANNA GUPTA,Jharkhand,JAMSHEDPUR WEST,INC,INC,84829,M,2,3,1,FALSE,TRUE,44.36,81930,42.84,41,1,3
AEBR16622,1,0,2005,BARKUWAR GAGRAI,Jharkhand,MAJHGAON,BJP,,33626,M,2,3,1,FALSE,FALSE,38.74,29620,34.13,38,1,3
AEBR16622,2,0,2009,BARKUWAR GAGRAI,Jharkhand,MAJHGANON,BJP,BJP,34534,M,1,3,1,FALSE,FALSE,35.69,9890,10.22,41,1,3
AEBR16622,3,0,2014,BARKUWAR GAGRAI,Jharkhand,MAJHGANON,BJP,BJP,28969,M,3,3,1,FALSE,TRUE,22.57,23192,18.07,46,1,3
AEBR16623,1,0,2005,NIRAL PURTY,Jharkhand,MAJHGAON,JMM,,38827,M,1,3,2,FALSE,FALSE,44.74,5201,5.99,37,2,3
AEBR16623,2,0,2009,NIRAL PURTY,Jharkhand,MAJHGANON,JMM,JMM,24644,M,2,3,2,FALSE,TRUE,25.47,15228,15.74,41,2,3
AEBR16623,3,0,2014,NIRAL PURTY,Jharkhand,MAJHGANON,JMM,JMM,45272,M,1,3,2,FALSE,FALSE,35.27,11182,8.71,46,2,3
AEBR16634,1,0,2005,MADHU KODAH,Jharkhand,JAGANATHPUR,IND,,26882,M,1,2,1,FALSE,FALSE,36.74,14787,20.21,35,1,2
AEBR16634,3,0,2014,MADHU KORA,Jharkhand,MAJHGANON,JBSP,IND,34090,M,2,2,1,FALSE,FALSE,26.56,5121,3.99,43,1,2
AEBR16685,1,0,2005,KOCHE MUNDA,Jharkhand,TORPA,BJP,,28965,M,1,3,1,FALSE,FALSE,35.26,8132,9.9,46,1,3
AEBR16685,2,0,2009,KOCHE MUNDA,Jharkhand,TORPA,BJP,BJP,18752,M,2,3,1,FALSE,TRUE,22.13,1973,2.33,42,1,3
AEBR16685,3,0,2014,KOCHE MUNDA,Jharkhand,TORPA,BJP,BJP,31960,M,2,3,1,FALSE,FALSE,30.73,12994,12.5,56,1,3
AEBR16691,1,0,2005,NILKANTH SINGH MUNDA,Jharkhand,KHUNTI,BJP,,43663,M,1,3,3,FALSE,FALSE,45.82,15700,16.48,36,3,3
AEBR16691,2,0,2009,NILKANTH SINGH MUNDA,Jharkhand,KHUNTI,BJP,BJP,32067,M,1,3,3,FALSE,TRUE,33.74,436,0.46,35,3,3
AEBR16691,3,0,2014,NILKANTH SINGH MUNDA,Jharkhand,KHUNTI,BJP,BJP,47032,M,1,3,3,FALSE,TRUE,39.25,21515,17.96,45,3,3
AEBR16696,1,0,2005,SUDESH KUMAR MAHTO,Jharkhand,SILLI,AJSU,,39281,M,1,3,2,FALSE,FALSE,36.69,19312,18.04,30,2,3
AEBR16696,2,0,2009,SUDESH KUMAR MAHTO,Jharkhand,SILLI,AJSUP,AJSU,45673,M,1,3,2,TRUE,TRUE,38.99,7707,6.58,35,2,3
AEBR16696,3,0,2014,SUDESH KUMAR MAHTO,Jharkhand,SILLI,AJSUP,AJSUP,50007,M,2,3,2,FALSE,TRUE,34.93,46728,32.64,40,2,3
AEBR16718,1,0,2005,CHANDRESHWAR PRASAD SINGH,Jharkhand,RANCHI,BJP,,74239,M,1,3,3,FALSE,FALSE,51.58,26120,18.15,49,3,3
AEBR16718,2,0,2009,CHANDRESHWAR PRASAD SINGH,Jharkhand,RANCHI,BJP,BJP,66161,M,1,3,3,FALSE,TRUE,56.87,27111,23.31,54,3,3
AEBR16718,3,0,2014,CHANDRESHWAR PRASAD SINGH,Jharkhand,RANCHI,BJP,BJP,95760,M,1,3,3,FALSE,TRUE,64.38,58863,39.58,59,3,3
AEBR16836,1,0,2005,RAMCHANDRA SINGH,Jharkhand,MANIKA,RJD,,26460,M,1,3,1,FALSE,FALSE,31.38,9883,11.72,50,1,3
AEBR16836,2,0,2009,RAMCHANDRA SINGH,Jharkhand,MANIKA,RJD,RJD,15214,M,3,3,1,FALSE,TRUE,17.94,7789,9.18,44,1,3
AEBR16836,3,0,2014,RAMCHANDRA SINGH,Jharkhand,MANIKA,RJD,RJD,30500,M,2,3,1,FALSE,FALSE,23.86,2769,2.17,48,1,3
AEBR16883,1,0,2005,ANANT PRATAP DEO,Jharkhand,BHAWANATHPUR,INC,,33040,M,2,3,1,FALSE,FALSE,21.4,15143,9.81,35,1,3
