pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
6128,4,0,1978,SHINDE SUSHILKUMAR SAMBAJIRAO,Maharashtra,NORTH SOLAPUR,INC,,25795,M,1,6,6,FALSE,FALSE,45.59,11171,19.74,,6,6
6128,5,0,1980,SHINDE SUSHILKUMAR SAMBHAJIRAO,Maharashtra,NORTH SOLAPUR,INC(I),INC,32511,M,1,6,6,TRUE,TRUE,54.78,7075,11.92,,6,6
6128,6,0,1985,SHINDE SUSHIL KUMAR SAMBHAJIRAO,Maharashtra,NORTH SOLAPUR,INC,INC(I),63475,M,1,6,6,TRUE,TRUE,82.88,50362,65.76,,6,6
6128,7,0,1990,SHINDE SUSHIL KUMAR SAMBHAJIRAO,Maharashtra,NORTH SOLAPUR,INC,INC,77309,M,1,6,6,FALSE,TRUE,61.93,39242,31.44,,6,6
6128,9,1,2003,Shinde Sushilkumar Sambhajirao,Maharashtra,SouthSolapur,INC,INC,85329,M,1,6,6,FALSE,FALSE,91.03,79433,84.74,,6,6
6128,10,0,2004,SUSHILKUMAR SAMBHAJIRAO SHINDE,Maharashtra,SOUTH SOLAPUR,INC,INC,62196,M,1,6,6,FALSE,TRUE,51.9,29852,24.91,63,6,6
6135,3,0,1972,N A SHANKERRAO,Maharashtra,NANDED,CPI,,5603,M,3,3,2,FALSE,FALSE,10,1637,2.92,,2,3
6135,9,0,1999,ASHOKRAO SHANKARRAO CHAVAN,Maharashtra,MUDKHED,INC,CPI,67727,M,1,3,2,TRUE,FALSE,59.02,40534,35.32,,2,3
6135,10,0,2004,ASHOKRAO SHANKARRAO CHAVAN,Maharashtra,MUDKHED,INC,INC,105932,M,1,3,2,FALSE,TRUE,62.15,70454,41.33,45,2,3
AEMH100024,7,0,1990,LAHANE HARIBHAN VITHALRAO,Maharashtra,PATHRI,SHS,,37437,M,1,4,3,FALSE,FALSE,42.83,14717,16.84,,3,4
AEMH100024,8,0,1995,LAHANE HARIBHAU VITHALRAO,Maharashtra,PATHRI,SHS,SHS,42598,M,1,4,3,FALSE,TRUE,39.21,17865,16.45,,3,4
AEMH100024,9,0,1999,LAHANE HARIBHAU VITHALRAO,Maharashtra,PATHRI,SHS,SHS,39242,M,1,4,3,FALSE,TRUE,39.06,6891,6.86,,3,4
AEMH100024,10,0,2004,HARIBHAU VITTHALRAO LAHANE,Maharashtra,P.ATHRI,SHS,SHS,43331,M,2,4,3,FALSE,TRUE,33.27,16699,12.82,45,3,4
AEMH100091,8,0,1995,ARVIND BAJIRAO CHAVAN,Maharashtra,BADNAPUR,INC,,16902,M,3,3,1,FALSE,FALSE,12.84,4603,3.5,,1,3
AEMH100091,9,0,1999,CHAVAN ARVIND BAJIRAO,Maharashtra,BADNAPUR,IND,INC,24153,M,2,3,1,FALSE,FALSE,21.25,1693,1.49,,1,3
AEMH100091,10,0,2004,ARVIND BAJIRAO CHAVAN,Maharashtra,BADNAPUR,NCP,IND,56539,M,1,3,1,FALSE,FALSE,38.06,7629,5.14,48,1,3
AEMH100150,8,0,1995,R.M. WANI,Maharashtra,VAIJAPUR,ICS,,32695,M,2,3,2,FALSE,FALSE,29.3,12644,11.33,,2,3
AEMH100150,9,0,1999,R. M. WANI,Maharashtra,VAIJAPUR,SHS,ICS,51234,M,1,3,2,TRUE,FALSE,48.6,23175,21.98,,2,3
AEMH100150,10,0,2004,WANI RANGNATH MURLIDHAR,Maharashtra,VAIJAPUR,SHS,SHS,41365,M,1,3,2,FALSE,TRUE,30.46,8952,6.59,47,2,3
