pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
7823,2,0,1968,LEKHWATI JAIN,Haryana,AMBALA,INC,,14552,F,1,1,1,FALSE,FALSE,55.58,5070,19.36,,1,1
7831,2,0,1968,RAJ SINGH,Haryana,SALHAWAS,SWA,,3192,M,3,1,0,FALSE,FALSE,11.19,0,0,,,1
9050,2,0,1968,KANWAR SINGH,Haryana,ROHAT,INC,,11268,M,1,1,1,FALSE,FALSE,53.88,1622,7.76,,1,1
9102,2,0,1968,SHAKUNTLA,Haryana,SALHAWAS,VHP,,13455,F,1,1,1,FALSE,FALSE,47.16,1570,5.5,,1,1
9121,2,0,1968,MALIK CHAND,Haryana,YAMUNA NAGAR,BJS,,10243,M,1,1,1,FALSE,FALSE,29.28,2478,7.08,,1,1
9134,2,0,1968,HARPAL SINGH,Haryana,TOHANA,VHP,,14621,M,1,1,1,FALSE,FALSE,46.66,6465,20.63,,1,1
9138,2,0,1968,ADESH KUMAR,Haryana,BALLABGARH,SWA,,1414,M,6,1,0,FALSE,FALSE,4.16,799,2.35,,,1
9146,2,0,1968,AMIR SINGH,Haryana,BADHRA,VHP,,11460,M,1,1,1,FALSE,FALSE,33.9,2712,8.02,,1,1
9147,2,0,1968,AMAR SINGH,Haryana,BAWANIKHERA,SWA,,7397,M,2,1,0,FALSE,FALSE,33.99,3163,14.53,,,1
9161,2,0,1968,SULEMAN,Haryana,HATHIN,VHP,,6113,M,3,1,0,FALSE,FALSE,24.01,2671,10.49,,,1
AEHR100211,1,1,1967,H.LAL,Haryana,BAHADURGARH,IND,,29172,M,1,2,2,FALSE,FALSE,64.07,13771,30.24,,2,2
AEHR100211,2,1,1970,H.LAL,Haryana,BAHADURGARH,NCN,IND,22426,M,1,2,2,FALSE,FALSE,51.97,4666,10.81,,2,2
AEHR100212,1,1,1967,HARI SINGH,Haryana,BAHADURGARH,INC,,15401,M,2,2,1,FALSE,FALSE,33.82,14439,31.71,,1,2
AEHR100212,2,0,1968,HARI SINGH,Haryana,HANSI,INC,INC,13608,M,1,2,1,FALSE,FALSE,46.28,4245,14.44,,1,2
AEHR100215,2,1,1970,F.SINGH,Haryana,JULANA,NCJ,,17764,M,2,1,0,FALSE,FALSE,41.74,16810,39.5,,,1
AEHR100220,2,1,1970,K.SINGH,Haryana,BAHADURGARH,NCJ,,17760,M,2,1,0,FALSE,FALSE,41.15,14792,34.28,,,1
AEHR100222,2,1,1970,K.SINGH,Haryana,PALWAL,NCJ,,17695,M,1,1,1,FALSE,FALSE,40.67,8147,18.72,,1,1
AEHR100223,2,1,1970,R.NAND,Haryana,PALWAL,IND,,9548,M,2,1,0,FALSE,FALSE,21.94,3372,7.75,,,1
AEHR100226,2,1,1970,S.SINGH,Haryana,PALWAL,NCN,,3221,M,5,1,0,FALSE,FALSE,7.4,656,1.51,,,1
AEHR100230,2,1,1970,L.RANI,Haryana,BADHRA,NCJ,,19753,F,1,1,1,FALSE,FALSE,48.3,8310,20.32,,1,1
AEHR100232,2,1,1970,G.PAL,Haryana,BADHRA,VHP,,7576,M,3,1,0,FALSE,FALSE,18.53,5452,13.33,,,1
AEHR100234,2,1,1970,OM PRAKASH,Haryana,ELLENABAD,NCJ,,31024,M,1,1,1,FALSE,FALSE,70.27,18746,42.46,,1,1
AEHR100235,2,1,1970,P.RAJ,Haryana,ELLENABAD,IND,,12278,M,2,1,0,FALSE,FALSE,27.81,11905,26.96,,,1
AEHR100236,2,1,1970,P.LAL,Haryana,ELLENABAD,NCN,,373,M,3,1,0,FALSE,FALSE,0.84,63,0.14,,,1
AEHR104,1,0,1967,R. SINGH,Haryana,RAJAUND,INC,,16992,M,1,2,2,FALSE,FALSE,41.81,6060,14.91,,2,2
AEHR104,2,0,1968,RAJ SINGH,Haryana,MEHAM,INC,INC,16479,M,1,2,2,FALSE,TRUE,48.95,226,0.67,,2,2
AEHR121,1,0,1967,O. PRABHA,Haryana,KAITHAL,INC,,21933,F,1,2,2,FALSE,FALSE,51.56,1918,4.51,,2,2
AEHR121,2,0,1968,OM PRABHA,Haryana,KAITHAL,INC,INC,21273,F,1,2,2,FALSE,TRUE,50.41,2323,5.5,,2,2
AEHR1347,2,0,1968,KASTURI LAL,Haryana,PUNDRI,BKD,,2691,M,3,1,0,FALSE,FALSE,8.6,2321,7.42,,,1
AEHR147,1,0,1967,D. SINGH,Haryana,JULANA,INC,,21534,M,1,2,2,FALSE,FALSE,56.24,9323,24.35,,2,2
AEHR147,2,1,1970,D.SINGH,Haryana,JULANA,NCN,INC,23592,M,1,2,2,TRUE,FALSE,55.43,5828,13.69,,2,2
AEHR158,1,0,1967,M. SINGH,Haryana,MEHAM,IND,,18875,M,1,2,1,FALSE,FALSE,48.92,5514,14.29,,1,2
AEHR158,2,0,1968,MAHA SINGH,Haryana,MEHAM,IND,IND,16253,M,2,2,1,FALSE,TRUE,48.28,15723,46.71,,1,2
AEHR274,1,0,1967,DHAN SINGH,Haryana,PALWAL,IND,,11374,M,1,2,1,FALSE,FALSE,26.78,362,0.85,,1,2
AEHR274,2,0,1968,DHAN SINGH,Haryana,PALWAL,SWA,IND,12102,M,2,2,1,FALSE,TRUE,33.9,8843,24.77,,1,2
AEHR345,1,0,1967,A. SINGH,Haryana,BADHRA,IND,,15003,M,1,2,1,FALSE,FALSE,37.13,5368,13.28,,1,2
AEHR345,2,1,1970,A.SINGH,Haryana,BADHRA,IND,IND,11443,M,2,2,1,FALSE,FALSE,27.98,3867,9.46,,1,2
AEHR346,1,0,1967,CHANDRAWATI,Haryana,BADHRA,INC,,9635,F,2,2,1,FALSE,FALSE,23.84,4567,11.3,,1,2
AEHR346,2,0,1968,CHANDRAVATI,Haryana,LOHARU,INC,INC,14480,F,1,2,1,FALSE,FALSE,49.11,1498,5.08,,1,2
AEHR472,2,0,1968,KISHORI LAL,Haryana,KALKA,INC,,22880,M,1,1,1,FALSE,FALSE,58.34,9328,23.78,,1,1
AEHR473,2,0,1968,LACHHMAN SINGH,Haryana,KALKA,IND,,13552,M,2,1,0,FALSE,FALSE,34.55,12030,30.67,,,1
AEHR474,2,0,1968,KRISHNA RAM,Haryana,KALKA,VHP,,1522,M,3,1,0,FALSE,FALSE,3.88,716,1.83,,,1
