pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
7901,2,0,1972,JAG PRAVESH CHANDER,Delhi,JANGPURA,INC,,10507,M,1,1,1,FALSE,FALSE,58.07,3169,17.52,,1,1
AEDL106144,2,0,1972,P. N. SINGH,Delhi,SAROJINI NAGAR,INC,,10441,M,1,1,1,FALSE,FALSE,52.82,1116,5.65,,1,1
AEDL106145,2,0,1972,RAM BHAJ,Delhi,SAROJINI NAGAR,BJS,,9325,M,2,1,0,FALSE,FALSE,47.18,0,0,,,1
AEDL106146,2,0,1972,ARJUN DAS,Delhi,LAKSHMI BAI NAGAR,INC,,10878,M,1,1,1,FALSE,FALSE,61.21,4152,23.36,,1,1
AEDL106147,2,0,1972,KIDAR NATH SACHDEVA,Delhi,LAKSHMI BAI NAGAR,BJS,,6726,M,2,1,0,FALSE,FALSE,37.84,6557,36.89,,,1
AEDL106149,2,0,1972,ASOKE CHATTERJEE,Delhi,GOLE MARKET,INC,,7909,M,1,1,1,FALSE,FALSE,42.69,3166,17.09,,1,1
AEDL106150,2,0,1972,MOHINDER PAL CHAWLA,Delhi,GOLE MARKET,BJS,,4743,M,2,1,0,FALSE,FALSE,25.6,2556,13.8,,,1
AEDL106152,2,0,1972,S. L. KAPUR,Delhi,GOLE MARKET,NCO,,1709,M,4,1,0,FALSE,FALSE,9.22,529,2.86,,,1
AEDL106156,2,0,1972,PUSHPA DEVI GUPTA,Delhi,PRITHVI RAJ ROAD,INC,,9105,F,1,1,1,FALSE,FALSE,59.21,3123,20.31,,1,1
AEDL106157,2,0,1972,RAJ WADHWA,Delhi,PRITHVI RAJ ROAD,BJS,,5982,M,2,1,0,FALSE,FALSE,38.9,5848,38.03,,,1
AEDL106161,2,0,1972,A. L. RALIA RAM,Delhi,BARAKHAMBA,INC,,10271,M,1,1,1,FALSE,FALSE,68.66,5811,38.85,,1,1
AEDL106162,2,0,1972,OM PRAKASH SHARMA,Delhi,BARAKHAMBA,BJS,,4460,M,2,1,0,FALSE,FALSE,29.81,4232,28.29,,,1
AEDL106164,2,0,1972,SURINDER SAINI,Delhi,MINTO ROAD,INC,,7536,M,1,1,1,FALSE,FALSE,59.65,4454,35.26,,1,1
AEDL106165,2,0,1972,VINOD BHUSHAN SRIVASTVA,Delhi,MINTO ROAD,BJS,,3082,M,2,1,0,FALSE,FALSE,24.4,2558,20.25,,,1
AEDL106174,2,0,1972,INDER MOHAN SEHGAL,Delhi,JANGPURA,BJS,,7338,M,2,1,0,FALSE,FALSE,40.56,7181,39.69,,,1
AEDL106177,2,0,1972,C. L. BALMIKI,Delhi,KASTURBA NAGAR,INC,,12578,M,1,1,1,FALSE,FALSE,58.65,4395,20.49,,1,1
AEDL106178,2,0,1972,SANWAL DAS,Delhi,KASTURBA NAGAR,BJS,,8183,M,2,1,0,FALSE,FALSE,38.16,7648,35.66,,,1
AEDL106181,2,0,1972,ARCHNA,Delhi,LAJPAT NAGAR,INC,,17908,F,1,1,1,FALSE,FALSE,50.1,1127,3.15,,1,1
AEDL106182,2,0,1972,RAM LAL VERMA,Delhi,LAJPAT NAGAR,BJS,,16781,M,2,1,0,FALSE,FALSE,46.95,15726,44,,,1
AEDL106184,2,0,1972,V. P. SINGH,Delhi,KALKAJI,INC,,24570,M,1,1,1,FALSE,FALSE,61.37,9683,24.19,,1,1
AEDL106185,2,0,1972,S. P. BANNERJI,Delhi,KALKAJI,BJS,,14887,M,2,1,0,FALSE,FALSE,37.19,14586,36.43,,,1
AEDL106189,2,0,1972,JAGDISH CHANDER,Delhi,RAMAKRISHNAPURAM,INC,,31395,M,1,1,1,FALSE,FALSE,56.84,8926,16.16,,1,1
AEDL106190,2,0,1972,ONKAR SINGH,Delhi,RAMAKRISHNAPURAM,BJS,,22469,M,2,1,0,FALSE,FALSE,40.68,22067,39.95,,,1
AEDL106195,2,0,1972,BRIJ LAL DUA,Delhi,DELHI CANTONMENT,INC,,11316,M,1,1,1,FALSE,FALSE,74.83,7509,49.65,,1,1
AEDL106196,2,0,1972,DEV RAJ SOOD,Delhi,DELHI CANTONMENT,BJS,,3807,M,2,1,0,FALSE,FALSE,25.17,0,0,,,1
AEDL106197,2,0,1972,THAKUR DAS,Delhi,RAJINDER NAGAR,INC,,16968,M,1,1,1,FALSE,FALSE,50.89,895,2.68,,1,1
AEDL106198,2,0,1972,RAM NATH VIJ,Delhi,RAJINDER NAGAR,BJS,,16073,M,2,1,0,FALSE,FALSE,48.2,15880,47.62,,,1
AEDL106202,2,0,1972,RAJANDER KUMAR TANWAR,Delhi,ASHOK NAGAR,INC,,16948,M,1,1,1,FALSE,FALSE,56.95,4543,15.27,,1,1
AEDL106203,2,0,1972,LOK VIR SINGH,Delhi,ASHOK NAGAR,BJS,,12405,M,2,1,0,FALSE,FALSE,41.69,12056,40.51,,,1
AEDL106206,2,0,1972,MANMOHAN SINGH,Delhi,SUBHASH NAGAR,INC,,23283,M,1,1,1,FALSE,FALSE,53.32,4088,9.36,,1,1
AEDL106207,2,0,1972,DEVKI NANDAN SHASTRI,Delhi,SUBHASH NAGAR,BJS,,19195,M,2,1,0,FALSE,FALSE,43.96,18789,43.03,,,1
AEDL106208,2,0,1972,PRATAB SINGH,Delhi,SUBHASH NAGAR,NCO,,406,M,3,1,0,FALSE,FALSE,0.93,122,0.28,,,1
AEDL106214,2,0,1972,K. C. MALIK,Delhi,MOTI NAGAR,INC,,19410,M,1,1,1,FALSE,FALSE,51.59,1878,4.99,,1,1
AEDL106215,2,0,1972,TILAK RAJ VERMA,Delhi,MOTI NAGAR,BJS,,17532,M,2,1,0,FALSE,FALSE,46.6,17176,45.65,,,1
AEDL106216,2,0,1972,PREM NATH,Delhi,MOTI NAGAR,NCO,,356,M,3,1,0,FALSE,FALSE,0.95,30,0.08,,,1
AEDL106218,2,0,1972,SRI CHAND,Delhi,SHAKURBASTI,CPI,,27630,M,1,1,1,FALSE,FALSE,57.63,9287,19.37,,1,1
AEDL106219,2,0,1972,BANARSI DAS,Delhi,SHAKURBASTI,BJS,,18343,M,2,1,0,FALSE,FALSE,38.26,17379,36.25,,,1
AEDL106220,2,0,1972,DHARAM PAL GANDHI,Delhi,SHAKURBASTI,NCO,,964,M,3,1,0,FALSE,FALSE,2.01,385,0.8,,,1
AEDL106225,2,0,1972,MOOL CHAND,Delhi,BADLI,INC,,17194,M,1,1,1,FALSE,FALSE,59.92,8377,29.19,,1,1
AEDL106226,2,0,1972,ROSHAN LAL,Delhi,BADLI,BJS,,8817,M,2,1,0,FALSE,FALSE,30.73,7591,26.45,,,1
AEDL106230,2,0,1972,HEERA SINGH,Delhi,NARELA,INC,,12744,M,1,1,1,FALSE,FALSE,56.29,4339,19.17,,1,1
AEDL106231,2,0,1972,BABU RAM TYAGI,Delhi,NARELA,BJS,,8405,M,2,1,0,FALSE,FALSE,37.12,7456,32.93,,,1
AEDL106235,2,0,1972,TEK CHAND,Delhi,BAWANA,IND,,11828,M,1,1,1,FALSE,FALSE,51.32,4958,21.51,,1,1
AEDL106236,2,0,1972,RAM SINGH,Delhi,BAWANA,INC,,6870,M,2,1,0,FALSE,FALSE,29.81,3561,15.45,,,1
AEDL106237,2,0,1972,BALBIR SINGH,Delhi,BAWANA,BJS,,3309,M,3,1,0,FALSE,FALSE,14.36,2580,11.19,,,1
AEDL106239,2,0,1972,BANI SINGH,Delhi,BAWANA,NCO,,251,M,5,1,0,FALSE,FALSE,1.09,189,0.82,,,1
AEDL106241,2,0,1972,BHARAT SINGH,Delhi,NANGLOI,INC,,18633,M,1,1,1,FALSE,FALSE,55.68,9716,29.03,,1,1
AEDL106242,2,0,1972,SUNDER SINGH,Delhi,NANGLOI,BJS,,8917,M,2,1,0,FALSE,FALSE,26.65,4299,12.85,,,1
AEDL106244,2,0,1972,MUNSHI RAM,Delhi,NANGLOI,NCO,,1140,M,4,1,0,FALSE,FALSE,3.41,983,2.94,,,1
AEDL106246,2,0,1972,MUKAM SINGH,Delhi,NAJAFGARH,INC,,7318,M,1,1,1,FALSE,FALSE,30.19,52,0.21,,1,1
AEDL106247,2,0,1972,SURAJ BHAN,Delhi,NAJAFGARH,IND,,7266,M,2,1,0,FALSE,FALSE,29.98,1607,6.63,,,1
AEDL106248,2,0,1972,RISAL SINGH,Delhi,NAJAFGARH,BJS,,5659,M,3,1,0,FALSE,FALSE,23.35,1923,7.93,,,1
AEDL106251,2,0,1972,MANGE RAM,Delhi,PALAM,INC,,13007,M,1,1,1,FALSE,FALSE,57.43,8101,35.77,,1,1
AEDL106252,2,0,1972,RAM DHAN,Delhi,PALAM,BJS,,4906,M,2,1,0,FALSE,FALSE,21.66,1980,8.74,,,1
AEDL106254,2,0,1972,THAN SINGH,Delhi,PALAM,NCO,,1811,M,4,1,0,FALSE,FALSE,8,0,0,,,1
AEDL106255,2,0,1972,PREM SINGH,Delhi,TUGHLAQABAD,INC,,16407,M,1,1,1,FALSE,FALSE,48.25,1139,3.35,,1,1
AEDL106256,2,0,1972,KALKA DASS,Delhi,TUGHLAQABAD,BJS,,15268,M,2,1,0,FALSE,FALSE,44.9,13821,40.65,,,1
AEDL106257,2,0,1972,DEV DATT,Delhi,TUGHLAQABAD,NCO,,1447,M,3,1,0,FALSE,FALSE,4.26,796,2.34,,,1
AEDL106260,2,0,1972,BRIJ LAL GOSWAMI,Delhi,GEETA COLONY,INC,,15418,M,1,1,1,FALSE,FALSE,52.82,2281,7.81,,1,1
AEDL106261,2,0,1972,AMAR CHAND SHNBH,Delhi,GEETA COLONY,BJS,,13137,M,2,1,0,FALSE,FALSE,45.01,12789,43.81,,,1
AEDL106266,2,0,1972,INDER SINGH AZAD,Delhi,GANDHI NAGAR,INC,,21646,M,1,1,1,FALSE,FALSE,53.53,4077,10.08,,1,1
AEDL106267,2,0,1972,SOM NATH,Delhi,GANDHI NAGAR,BJS,,17569,M,2,1,0,FALSE,FALSE,43.45,16776,41.49,,,1
AEDL106271,2,0,1972,RAM NARAIN,Delhi,SHAHDARA,INC,,17373,M,1,1,1,FALSE,FALSE,56.09,4899,15.82,,1,1
AEDL106272,2,0,1972,PARMESHWARI DASS,Delhi,SHAHDARA,BJS,,12474,M,2,1,0,FALSE,FALSE,40.28,11575,37.37,,,1
AEDL106275,2,0,1972,HARGAIN SINGH,Delhi,GHONDA,INC,,28315,M,1,1,1,FALSE,FALSE,55.92,10781,21.29,,1,1
AEDL106276,2,0,1972,DEVKI NANDAN SHARMA,Delhi,GHONDA,BJS,,17534,M,2,1,0,FALSE,FALSE,34.63,15182,29.98,,,1
AEDL106283,2,0,1972,B.D. WADHWA,Delhi,VIJAY NAGAR,INC,,20532,M,1,1,1,FALSE,FALSE,60.84,8146,24.14,,1,1
AEDL106284,2,0,1972,SIKANDER LAL,Delhi,VIJAY NAGAR,BJS,,12386,M,2,1,0,FALSE,FALSE,36.7,11557,34.25,,,1
AEDL106285,2,0,1972,TRILOK CHAND GOYAL,Delhi,VIJAY NAGAR,NCO,,829,M,3,1,0,FALSE,FALSE,2.46,0,0,,,1
AEDL106286,2,0,1972,PURUSHOTAM LAL GOEL,Delhi,KAMLA NAGAR,INC,,10457,M,1,1,1,FALSE,FALSE,53.44,1723,8.81,,1,1
AEDL106287,2,0,1972,PREM CHAND GUPTA,Delhi,KAMLA NAGAR,BJS,,8734,M,2,1,0,FALSE,FALSE,44.63,8504,43.46,,,1
AEDL106290,2,0,1972,AMAR NATH MALHOTRA,Delhi,TIMARPUR,INC,,14456,M,1,1,1,FALSE,FALSE,55.94,3291,12.74,,1,1
AEDL106291,2,0,1972,UTTAM PRAKASH BANSAL,Delhi,TIMARPUR,BJS,,11165,M,2,1,0,FALSE,FALSE,43.2,10944,42.35,,,1
AEDL106293,2,0,1972,OM PRAKASH BEHL,Delhi,KASHMERE GATE,INC,,9791,M,1,1,1,FALSE,FALSE,67.44,5173,35.63,,1,1
AEDL106294,2,0,1972,BHAGWANT KISHORE,Delhi,KASHMERE GATE,BJS,,4618,M,2,1,0,FALSE,FALSE,31.81,4509,31.06,,,1
AEDL106296,2,0,1972,RAMA SHANKER,Delhi,CHANDNI CHOWK,INC,,10055,M,1,1,1,FALSE,FALSE,52.12,1404,7.28,,1,1
AEDL106297,2,0,1972,JANARDHAN GUPTA,Delhi,CHANDNI CHOWK,BJS,,8651,M,2,1,0,FALSE,FALSE,44.84,8113,42.05,,,1
AEDL106298,2,0,1972,D.N. PANCHOLI,Delhi,CHANDNI CHOWK,NCO,,538,M,3,1,0,FALSE,FALSE,2.79,489,2.53,,,1
AEDL106300,2,0,1972,DALIT KUMAR TANDAN,Delhi,DARYA GANJ,BJS,,8063,M,1,1,1,FALSE,FALSE,49.55,112,0.69,,1,1
AEDL106301,2,0,1972,DU CHOUDHARY,Delhi,DARYA GANJ,INC,,7951,M,2,1,0,FALSE,FALSE,48.86,7795,47.9,,,1
AEDL106304,2,0,1972,MEHTAB CHAND JAIN,Delhi,DARIBA,INC,,9603,M,1,1,1,FALSE,FALSE,51.3,754,4.03,,1,1
AEDL106305,2,0,1972,KISHAN LAL,Delhi,DARIBA,BJS,,8849,M,2,1,0,FALSE,FALSE,47.27,8648,46.2,,,1
AEDL106306,2,0,1972,MANGLA MAND,Delhi,DARIBA,NCO,,201,M,3,1,0,FALSE,FALSE,1.07,134,0.72,,,1
AEDL106308,2,0,1972,SIKANDER BAKHT,Delhi,MATIA MAHAL,NCO,,6495,M,1,1,1,FALSE,FALSE,31.2,571,2.74,,1,1
AEDL106309,2,0,1972,MOHAMMED ZAFAR ALI,Delhi,MATIA MAHAL,IND,,5924,M,2,1,0,FALSE,FALSE,28.46,458,2.2,,,1
AEDL106310,2,0,1972,JP SHARMA,Delhi,MATIA MAHAL,BJS,,5466,M,3,1,0,FALSE,FALSE,26.26,2870,13.79,,,1
AEDL106311,2,0,1972,KHALIQ ANJUM,Delhi,MATIA MAHAL,INC,,2596,M,4,1,0,FALSE,FALSE,12.47,2473,11.88,,,1
AEDL106315,2,0,1972,ANWAR ALI DHEHLVI,Delhi,CHAWRI BAZAR,BJS,,10625,M,1,1,1,FALSE,FALSE,50.63,843,4.02,,1,1
AEDL106316,2,0,1972,CHANDER BHAN KHANDELWAL,Delhi,CHAWRI BAZAR,INC,,9782,M,2,1,0,FALSE,FALSE,46.61,9528,45.4,,,1
AEDL106318,2,0,1972,SATYA PRAKASH,Delhi,CHAWRI BAZAR,NCO,,192,M,4,1,0,FALSE,FALSE,0.91,59,0.28,,,1
AEDL106320,2,0,1972,MOHD. AHMED,Delhi,BALLIMARAN,IND,,6207,M,1,1,1,FALSE,FALSE,34.4,452,2.5,,1,1
AEDL106321,2,0,1972,SARLA SHARMA,Delhi,BALLIMARAN,CPI,,5755,M,2,1,0,FALSE,FALSE,31.89,862,4.78,,,1
AEDL106322,2,0,1972,KRISHNA GOPAL BANSAL,Delhi,BALLIMARAN,BJS,,4893,M,3,1,0,FALSE,FALSE,27.12,4173,23.13,,,1
AEDL106326,2,0,1972,MIRZA SIDDIQ ALI,Delhi,AJMERI GATE,INC,,6361,M,1,1,1,FALSE,FALSE,37.27,732,4.29,,1,1
AEDL106327,2,0,1972,SHAGIQUR RAHMANAN,Delhi,AJMERI GATE,IND,,5629,M,2,1,0,FALSE,FALSE,32.98,773,4.53,,,1
AEDL106328,2,0,1972,VIJAY KUMAR KHANDSAIYA,Delhi,AJMERI GATE,BJS,,4856,M,3,1,0,FALSE,FALSE,28.45,4707,27.58,,,1
AEDL106329,2,0,1972,FAQUDDIN,Delhi,AJMERI GATE,NCO,,149,M,4,1,0,FALSE,FALSE,0.87,76,0.45,,,1
AEDL106331,2,0,1972,RAJESH SHARMA,Delhi,KALAN MASJID,NCO,,4140,M,1,1,1,FALSE,FALSE,23.46,229,1.3,,1,1
AEDL106332,2,0,1972,DEVKINANDNA SHARMA,Delhi,KALAN MASJID,INC,,3911,M,2,1,0,FALSE,FALSE,22.16,268,1.52,,,1
AEDL106333,2,0,1972,RAM BABU MAHESHWARI,Delhi,KALAN MASJID,BJS,,3643,M,3,1,0,FALSE,FALSE,20.64,1348,7.64,,,1
AEDL106340,2,0,1972,MADAN LAL KHURANA,Delhi,PAHARGANJ,BJS,,11692,M,1,1,1,FALSE,FALSE,51.8,811,3.59,,1,1
AEDL106341,2,0,1972,AMAR NATH,Delhi,PAHARGANJ,INC,,10881,M,2,1,0,FALSE,FALSE,48.2,0,0,,,1
AEDL106342,2,0,1972,SATYA PRAKASH,Delhi,RAM NAGAR,INC,,13387,M,1,1,1,FALSE,FALSE,55.97,3426,14.32,,1,1
AEDL106343,2,0,1972,GOVIND RAM VERMA,Delhi,RAM NAGAR,BJS,,9961,M,2,1,0,FALSE,FALSE,41.64,9783,40.9,,,1
AEDL106349,2,0,1972,PRABHU DAYAL,Delhi,BASTI JULAHAN,INC,,9642,M,1,1,1,FALSE,FALSE,49.36,996,5.1,,1,1
AEDL106350,2,0,1972,PRABHATI LAL,Delhi,BASTI JULAHAN,BJS,,8646,M,2,1,0,FALSE,FALSE,44.26,8091,41.42,,,1
AEDL106351,2,0,1972,DAULAT RAM,Delhi,BASTI JULAHAN,NCO,,555,M,3,1,0,FALSE,FALSE,2.84,64,0.33,,,1
AEDL106354,2,0,1972,ROSHAN LAL,Delhi,QASAB PURA,INC,,8042,M,1,1,1,FALSE,FALSE,37.13,730,3.37,,1,1
AEDL106355,2,0,1972,RAM NARAIN JAIN,Delhi,QASAB PURA,BJS,,7312,M,2,1,0,FALSE,FALSE,33.76,1208,5.58,,,1
