pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
8753,1,0,2005,LALCHAND MAHTO,Jharkhand,DUMRI,RJD,,23774,M,2,1,0,FALSE,FALSE,23.58,6803,6.75,45,,1
AEBR14659,1,0,2005,ARUN MANDAL,Jharkhand,RAJMAHAL,IND,,25296,M,2,1,0,FALSE,FALSE,17.84,3657,2.58,52,,1
AEBR14711,1,0,2005,SUPHAL MARANDI,Jharkhand,MAHESHPUR,JMM,,45520,M,1,1,1,FALSE,FALSE,41.98,12816,11.82,52,1,1
AEBR14732,1,0,2005,RABINDRA NATH MAHATO,Jharkhand,NALA,JMM,,30847,M,1,1,1,FALSE,FALSE,30,1122,1.09,45,1,1
AEBR14744,1,0,2005,JAY PRAKASH MANDAL,Jharkhand,JAMTARA,CPI(ML)(L),,1490,M,8,1,0,FALSE,FALSE,1.18,234,0.18,36,,1
AEBR14783,1,0,2005,HARI NARAYAN RAY,Jharkhand,JARMUNDI,IND,,28480,M,1,1,1,FALSE,FALSE,25.84,6309,5.72,44,1,1
AEBR14816,1,0,2005,SANJAY PRASAD YADAV,Jharkhand,GODDA,RJD,,30639,M,2,1,0,FALSE,FALSE,22.39,6762,4.94,34,,1
AEBR14820,1,0,2005,PREM NANDAN KUMAR,Jharkhand,GODDA,JMM,,19290,M,4,1,0,FALSE,FALSE,14.1,15233,11.13,39,,1
AEBR14839,1,0,2005,ASHOK KUMAR,Jharkhand,MAHAGAMA,BJP,,46253,M,1,1,1,FALSE,FALSE,33.49,6428,4.65,38,1,1
AEBR14840,1,0,2005,ATAUR RAHMAN SIDDIQUE,Jharkhand,MAHAGAMA,RJD,,39825,M,2,1,0,FALSE,FALSE,28.84,26940,19.51,45,,1
AEBR16265,1,0,2005,SATYANAND BHOKTA,Jharkhand,CHATRA,BJP,,50332,M,1,1,1,FALSE,FALSE,39.42,4682,3.67,35,1,1
AEBR16333,1,0,2005,NIZAMUDDIN ANSARI,Jharkhand,DHANWAR,JMM,,38754,M,3,1,0,FALSE,FALSE,27.18,33562,23.54,38,,1
AEBR16354,1,0,2005,SATYA NARAYAN DAS,Jharkhand,JAMUA,CPI(ML)(L),,26450,M,3,1,0,FALSE,FALSE,19.49,22611,16.66,45,,1
AEBR16379,1,0,2005,BHUSHAN DAS,Jharkhand,GIRIDIH,JKP,,381,M,17,1,0,FALSE,FALSE,0.36,26,0.02,40,,1
AEBR16382,1,0,2005,JAGARNATH MAHTO,Jharkhand,DUMRI,JMM,,41784,M,1,1,1,FALSE,FALSE,41.45,18010,17.87,45,1,1
AEBR16442,1,0,2005,MATHURA PRASAD MAHATO,Jharkhand,TUNDI,JMM,,52112,M,1,1,1,FALSE,FALSE,37.84,25937,18.83,37,1,1
AEBR16489,1,0,2005,ASHOK MANDAL,Jharkhand,NIRSA,BJP,,30678,M,3,1,0,FALSE,FALSE,19.25,23078,14.48,45,,1
AEBR16490,1,0,2005,ARUP CHATTERJEE,Jharkhand,NIRSA,MCO,,48196,M,2,1,0,FALSE,FALSE,30.25,17518,11,31,,1
AEBR16508,1,0,2005,YOGENDRA YADAV,Jharkhand,JHARIA,RJD,,20092,M,3,1,0,FALSE,FALSE,13.87,11360,7.84,42,,1
AEBR16537,1,0,2005,RABINDRA NATH DAS,Jharkhand,BAHARAGORA,CPI,,9043,M,5,1,0,FALSE,FALSE,6.65,6528,4.8,58,,1
AEBR16546,1,0,2005,KANHU SAMANT,Jharkhand,GHATSILA,AJSU,,15187,M,4,1,0,FALSE,FALSE,11.91,13250,10.39,40,,1
AEBR16571,1,0,2005,RAGHUBAR DAS,Jharkhand,JAMSHEDPUR EAST,BJP,,65116,M,1,1,1,FALSE,FALSE,52.96,18398,14.96,49,1,1
AEBR16582,1,0,2005,BANNA GUPTA,Jharkhand,JAMSHEDPUR WEST,SP,,34733,M,2,1,0,FALSE,FALSE,23.65,609,0.41,31,,1
AEBR16622,1,0,2005,BARKUWAR GAGRAI,Jharkhand,MAJHGAON,BJP,,33626,M,2,1,0,FALSE,FALSE,38.74,29620,34.13,38,,1
AEBR16623,1,0,2005,NIRAL PURTY,Jharkhand,MAJHGAON,JMM,,38827,M,1,1,1,FALSE,FALSE,44.74,5201,5.99,37,1,1
AEBR16634,1,0,2005,MADHU KODAH,Jharkhand,JAGANATHPUR,IND,,26882,M,1,1,1,FALSE,FALSE,36.74,14787,20.21,35,1,1
AEBR16676,1,0,2005,RAMESH SINGH MUNDA,Jharkhand,TAMAR,JD(U),,22195,M,1,1,1,FALSE,FALSE,25.53,5900,6.79,48,1,1
AEBR16685,1,0,2005,KOCHE MUNDA,Jharkhand,TORPA,BJP,,28965,M,1,1,1,FALSE,FALSE,35.26,8132,9.9,46,1,1
AEBR16691,1,0,2005,NILKANTH SINGH MUNDA,Jharkhand,KHUNTI,BJP,,43663,M,1,1,1,FALSE,FALSE,45.82,15700,16.48,36,1,1
AEBR16696,1,0,2005,SUDESH KUMAR MAHTO,Jharkhand,SILLI,AJSU,,39281,M,1,1,1,FALSE,FALSE,36.69,19312,18.04,30,1,1
AEBR16710,1,0,2005,SUNDARI DEVI,Jharkhand,KHIJRI,RJD,,6813,F,5,1,0,FALSE,FALSE,4.63,3365,2.29,41,,1
AEBR16718,1,0,2005,CHANDRESHWAR PRASAD SINGH,Jharkhand,RANCHI,BJP,,74239,M,1,1,1,FALSE,FALSE,51.58,26120,18.15,49,1,1
AEBR16754,1,0,2005,DEO KUMAR DHAN,Jharkhand,MANDAR,INC,,36365,M,2,1,0,FALSE,FALSE,25.93,9565,6.82,43,,1
AEBR16772,1,0,2005,NIRMAL KUMAR BESRA,Jharkhand,SIMDEGA,BJP,,38119,M,2,1,0,FALSE,FALSE,33.1,31731,27.56,56,,1
AEBR16792,1,0,2005,SUDARSHAN BHAGAT,Jharkhand,GUMLA,BJP,,35397,M,2,1,0,FALSE,FALSE,37.75,31318,33.4,35,,1
AEBR16825,1,0,2005,BAIDYANATH RAM,Jharkhand,LATEHAR,JD(U),,13040,M,3,1,0,FALSE,FALSE,18.64,3629,5.19,39,,1
AEBR16836,1,0,2005,RAMCHANDRA SINGH,Jharkhand,MANIKA,RJD,,26460,M,1,1,1,FALSE,FALSE,31.38,9883,11.72,50,1,1
AEBR16883,1,0,2005,ANANT PRATAP DEO,Jharkhand,BHAWANATHPUR,INC,,33040,M,2,1,0,FALSE,FALSE,21.4,15143,9.81,35,,1
AEBR16897,1,0,2005,RAMCHANDRA CHANDRAVANSI,Jharkhand,BISHRAMPUR,RJD,,40658,M,1,1,1,FALSE,FALSE,32.02,25345,19.96,59,1,1
