pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
9015,7,0,1991,ZAKIR HUSSAIN,Haryana,TAORU,IND,,28513,M,1,3,2,FALSE,FALSE,39,5900,8.07,,2,3
9015,8,0,1996,ZAKIR HUSSAIN S/O TAYAB HUSSAIN,Haryana,TAORU,INC,IND,18480,M,2,3,2,FALSE,TRUE,21.6,1636,1.91,,2,3
9015,9,0,2000,ZAKIR HUSSAIN,Haryana,TAORU,INC,INC,45126,M,1,3,2,FALSE,FALSE,49.82,10210,11.27,,2,3
9023,5,0,1982,BALBIR SINGH,Haryana,PEHOWA,IND,,18928,M,2,5,1,FALSE,FALSE,33.41,12444,21.96,,1,5
9023,6,0,1987,BALBIR SINGH,Haryana,PEHOWA,LKD,IND,43756,M,1,5,1,FALSE,FALSE,61.41,23594,33.11,,1,5
9023,7,0,1991,BALBIR SINGH,Haryana,PEHOWA,IND,LKD,17344,M,2,5,1,FALSE,TRUE,22.86,3994,5.26,,1,5
9023,8,0,1996,BALBIR SINGH SAINI,Haryana,PEHOWA,INC,IND,21887,M,2,5,1,FALSE,FALSE,24.12,9337,10.29,,1,5
9023,9,0,2000,BALBIR SINGH SAINI,Haryana,PEHOWA,IND,INC,21940,M,2,5,1,FALSE,FALSE,25.04,1356,1.55,,1,5
9038,4,0,1977,RAM KUMAR,Haryana,NARNAUND,IND,,7791,M,3,3,0,FALSE,FALSE,17.9,7447,17.11,,,3
9038,5,0,1982,RAM KUMAR,Haryana,NARNAUND,IND,IND,7049,M,3,3,0,FALSE,FALSE,12.74,2510,4.54,,,3
9038,9,0,2000,RAM KUMAR,Haryana,NARNAUND,BJP,IND,15027,M,3,3,0,FALSE,FALSE,19.4,14620,18.87,,,3
