pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
AEBR14659,1,0,2005,ARUN MANDAL,Jharkhand,RAJMAHAL,IND,,25296,M,2,2,1,FALSE,FALSE,17.84,3657,2.58,52,1,2
AEBR14659,2,0,2009,ARUN MANDAL,Jharkhand,RAJMAHAL,BJP,IND,51277,M,1,2,1,FALSE,FALSE,37.67,10403,7.64,55,1,2
AEBR14732,1,0,2005,RABINDRA NATH MAHATO,Jharkhand,NALA,JMM,,30847,M,1,2,1,FALSE,FALSE,30,1122,1.09,45,1,2
AEBR14732,2,0,2009,RABINDRA NATH MAHATO,Jharkhand,NALA,JMM,JMM,34171,M,2,2,1,FALSE,TRUE,28.13,15157,12.48,50,1,2
AEBR14783,1,0,2005,HARI NARAYAN RAY,Jharkhand,JARMUNDI,IND,,28480,M,1,2,2,FALSE,FALSE,25.84,6309,5.72,44,2,2
AEBR14783,2,0,2009,HARINARAYAN RAY,Jharkhand,JARMUNDI,IND,IND,33512,M,1,2,2,FALSE,TRUE,28.87,10487,9.03,48,2,2
AEBR14816,1,0,2005,SANJAY PRASAD YADAV,Jharkhand,GODDA,RJD,,30639,M,2,2,1,FALSE,FALSE,22.39,6762,4.94,34,1,2
AEBR14816,2,0,2009,SANJAY PRASAD YADAV,Jharkhand,GODDA,RJD,RJD,43502,M,1,2,1,FALSE,FALSE,31.09,8755,6.26,38,1,2
AEBR14839,1,0,2005,ASHOK KUMAR,Jharkhand,MAHAGAMA,BJP,,46253,M,1,2,1,FALSE,FALSE,33.49,6428,4.65,38,1,2
AEBR14839,2,0,2009,ASHOK KUMAR,Jharkhand,MAHAGAMA,BJP,BJP,35648,M,2,2,1,FALSE,TRUE,25.34,23411,16.64,43,1,2
AEBR16265,1,0,2005,SATYANAND BHOKTA,Jharkhand,CHATRA,BJP,,50332,M,1,2,1,FALSE,FALSE,39.42,4682,3.67,35,1,2
AEBR16265,2,0,2009,SATYANAND BHOGTA,Jharkhand,SIMARIA,BJP,BJP,25613,M,3,2,1,FALSE,TRUE,19.45,7675,5.83,38,1,2
AEBR16301,2,0,2009,KUMAR MAHESH SINGH,Jharkhand,MANDHU,INC,,29220,M,2,1,0,FALSE,FALSE,17.31,3318,1.97,56,,1
AEBR16333,1,0,2005,NIZAMUDDIN ANSARI,Jharkhand,DHANWAR,JMM,,38754,M,3,2,1,FALSE,FALSE,27.18,33562,23.54,38,1,2
AEBR16333,2,0,2009,NIZAMUDDIN ANSARI,Jharkhand,DHANWAR,JVM,JMM,50392,M,1,2,1,TRUE,FALSE,34.59,4973,3.41,48,1,2
AEBR16354,1,0,2005,SATYA NARAYAN DAS,Jharkhand,JAMUA,CPI(ML)(L),,26450,M,3,2,0,FALSE,FALSE,19.49,22611,16.66,45,,2
