pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
7824,5,0,1993,RAM VIR SINGH BIDHURI,Delhi,BADARPUR,JD,,22102,M,1,3,2,FALSE,FALSE,41.61,7066,13.3,,2,3
7824,6,0,1998,RAMVIR SINGH BIDHURI,Delhi,BADARPUR,INC,JD,26259,M,2,3,2,TRUE,TRUE,29.46,17401,19.52,,2,3
7824,7,0,2003,RAMBIR SINGH BIDHURI,Delhi,BADARPUR,NCP,INC,40224,M,1,3,2,TRUE,FALSE,38.31,436,0.42,,2,3
7864,7,0,2003,KALPANA,Delhi,GOLE MARKET,JD(S),,265,F,3,1,0,FALSE,FALSE,0.68,29,0.07,,,1
AEDL100582,6,0,1998,SHISH PAL SINGH,Delhi,TUGLAKABAD,INC,,39551,M,1,2,1,FALSE,FALSE,49.59,8879,11.13,,1,2
AEDL100582,7,0,2003,SHISH PAL SINGH,Delhi,TUGLAKABAD,IND,INC,17540,M,2,2,1,FALSE,TRUE,21.16,4539,5.48,,1,2
AEDL102493,7,0,2003,ASHOK AHUJA,Delhi,SAROJINI NAGAR,INC,,21125,M,1,1,1,FALSE,FALSE,52.18,2755,6.81,,1,1
AEDL102496,7,0,2003,SUBHASH AHLUWALIA,Delhi,SAROJINI NAGAR,NCP,,236,M,4,1,0,FALSE,FALSE,0.58,131,0.32,,,1
AEDL102499,7,0,2003,POONAM AZAD,Delhi,GOLE MARKET,BJP,,12221,F,2,1,0,FALSE,FALSE,31.31,11956,30.63,,,1
AEDL102504,7,0,2003,NAND KISHORE BHATT,Delhi,GOLE MARKET,NCP,,145,M,7,1,0,FALSE,FALSE,0.37,15,0.04,,,1
AEDL102518,7,0,2003,MANOJ JAIN,Delhi,MINTO ROAD,BJP,,10377,M,2,1,0,FALSE,FALSE,23.25,8167,18.3,,,1
AEDL102529,7,0,2003,ISLAMUDDIN,Delhi,MINTO ROAD,JD(S),,63,M,13,1,0,FALSE,FALSE,0.14,14,0.03,,,1
AEDL102534,7,0,2003,ASHOK CHOPRA,Delhi,KASTURBA NAGAR,INC,,17266,M,2,1,0,FALSE,FALSE,43.79,14529,36.85,,,1
