pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
7824,5,0,1993,RAM VIR SINGH BIDHURI,Delhi,BADARPUR,JD,,22102,M,1,4,2,FALSE,FALSE,41.61,7066,13.3,,2,4
7824,6,0,1998,RAMVIR SINGH BIDHURI,Delhi,BADARPUR,INC,JD,26259,M,2,4,2,TRUE,TRUE,29.46,17401,19.52,,2,4
7824,7,0,2003,RAMBIR SINGH BIDHURI,Delhi,BADARPUR,NCP,INC,40224,M,1,4,2,TRUE,FALSE,38.31,436,0.42,,2,4
7824,8,0,2008,RAMBIR SINGH BIDHURI,Delhi,BADARPUR,INC,NCP,40105,M,2,4,2,TRUE,TRUE,35.52,24488,21.69,55,2,4
7831,8,0,2008,MADAN LAL,Delhi,PATEL NAGAR,BSP,,6843,M,3,1,0,FALSE,FALSE,7.84,6178,7.08,55,,1
7907,8,0,2008,ASIF OHD.KHAN,Delhi,OKHLA,RJD,,28756,M,2,2,1,FALSE,FALSE,28,6695,6.52,45,1,1
7907,8,1,2009,Asif Md. Khan,Delhi,OKHLA,RJD,RJD,23394,,1,2,1,FALSE,FALSE,28.98,5007,6.2,,1,1
AEDL100582,6,0,1998,SHISH PAL SINGH,Delhi,TUGLAKABAD,INC,,39551,M,1,3,1,FALSE,FALSE,49.59,8879,11.13,,1,3
AEDL100582,7,0,2003,SHISH PAL SINGH,Delhi,TUGLAKABAD,IND,INC,17540,M,2,3,1,FALSE,TRUE,21.16,4539,5.48,,1,3
AEDL100582,8,0,2008,SHISH PAL SINGH,Delhi,TUGHLAKABAD,INC,IND,20689,M,3,3,1,FALSE,FALSE,25.99,20170,25.34,50,1,3
AEDL101586,8,0,2008,JASWANT SINGH,Delhi,NERELA,INC,,34662,M,1,1,1,FALSE,FALSE,31.66,835,0.76,55,1,1
AEDL101587,8,0,2008,SHARAD KUMAR,Delhi,NERELA,BSP,,33827,M,2,1,0,FALSE,FALSE,30.9,4075,3.72,33,,1
AEDL101590,8,0,2008,AMIT KUMAR,Delhi,NERELA,LJP,,1704,M,5,1,0,FALSE,FALSE,1.56,626,0.57,26,,1
AEDL101591,8,0,2008,KULDEEP,Delhi,NERELA,RJD,,1078,M,6,1,0,FALSE,FALSE,0.98,153,0.14,31,,1
AEDL101598,8,0,2008,SHRI KRISHAN,Delhi,BURARI,BJP,,31997,M,1,1,1,FALSE,FALSE,30.09,4986,4.69,51,1,1
AEDL101599,8,0,2008,DEEPAK TYAGI,Delhi,BURARI,INC,,27011,M,2,1,0,FALSE,FALSE,25.4,9238,8.69,39,,1
AEDL101601,8,0,2008,ANAND OHAN JOSHI,Delhi,BURARI,BSP,,12752,M,4,1,0,FALSE,FALSE,11.99,8058,7.58,29,,1
AEDL101603,8,0,2008,MANOJ KUMAR,Delhi,BURARI,RJD,,2583,M,6,1,0,FALSE,FALSE,2.43,1186,1.12,25,,1
