pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
7824,5,0,1993,RAM VIR SINGH BIDHURI,Delhi,BADARPUR,JD,,22102,M,1,6,3,FALSE,FALSE,41.61,7066,13.3,,3,6
7824,6,0,1998,RAMVIR SINGH BIDHURI,Delhi,BADARPUR,INC,JD,26259,M,2,6,3,TRUE,TRUE,29.46,17401,19.52,,3,6
7824,7,0,2003,RAMBIR SINGH BIDHURI,Delhi,BADARPUR,NCP,INC,40224,M,1,6,3,TRUE,FALSE,38.31,436,0.42,,3,6
7824,8,0,2008,RAMBIR SINGH BIDHURI,Delhi,BADARPUR,INC,NCP,40105,M,2,6,3,TRUE,TRUE,35.52,24488,21.69,55,3,6
7824,9,0,2013,RAMBIR SINGH BIDHURI,Delhi,BADARPUR,BJP,INC,45344,M,1,6,3,TRUE,FALSE,34.23,13854,10.46,60,3,6
7824,10,0,2015,RAMVIR SINGH BIDHURI,Delhi,BADARPUR,BJP,BJP,46659,M,2,6,3,FALSE,TRUE,27.38,27729,16.27,62,3,6
AEDL100106,10,0,2015,GOPAL JHA,Delhi,BURARI,BJP,,56774,M,2,1,0,FALSE,FALSE,29.05,50024,25.6,46,,1
AEDL100123,10,0,2015,PANKAJ PUSHKAR,Delhi,TIMARPUR,AAAP,,64477,M,1,1,1,FALSE,FALSE,51.05,20647,16.35,42,1,1
AEDL100136,10,0,2015,PAWAN KUMAR SHARMA,Delhi,ADARSH NAGAR,AAAP,,54026,M,1,1,1,FALSE,FALSE,51.36,20741,19.72,44,1,1
AEDL100156,10,0,2015,MOHINDER GOYAL,Delhi,RITHALA,AAAP,,93470,M,1,1,1,FALSE,FALSE,56.63,29251,17.72,51,1,1
AEDL100165,10,0,2015,VED PARKASH,Delhi,BAWANA,AAAP,,108928,M,1,1,1,FALSE,FALSE,58.14,50557,26.99,41,1,1
AEDL100171,10,0,2015,SUKHVIR SINGH,Delhi,MUNDKA,AAAP,,94206,M,1,1,1,FALSE,FALSE,57.22,40826,24.8,53,1,1
AEDL100186,10,0,2015,RITURAJ GOVIND,Delhi,KIRARI,AAAP,,97727,M,1,1,1,FALSE,FALSE,61.66,45172,28.5,26,1,1
AEDL100197,10,0,2015,PARBHU DAYAL,Delhi,SULTANPUR MAJRA,BJP,,15830,M,2,1,0,FALSE,FALSE,13.71,794,0.69,35,,1
AEDL100203,10,0,2015,RAGHUVINDER SHOKEEN,Delhi,NANGLOI JAT,AAAP,,83259,M,1,1,1,FALSE,FALSE,54.64,37024,24.3,48,1,1
AEDL100220,10,0,2015,SURJEET KUMAR,Delhi,MANGOL PURI,BJP,,27889,M,3,1,0,FALSE,FALSE,21.63,26230,20.34,47,,1
AEDL100225,10,0,2015,C.L. GUPTA ADVOCATE,Delhi,ROHINI,AAAP,,54499,M,2,1,0,FALSE,FALSE,45.36,51100,42.53,60,,1
AEDL100231,10,0,2015,REKHA GUPTA,Delhi,SHALIMAR BAGH,BJP,,51678,F,2,1,0,FALSE,FALSE,43.01,48478,40.34,40,,1
AEDL100239,10,0,2015,SATYENDAR JAIN,Delhi,SHAKUR BASTI,AAAP,,51530,M,1,1,1,FALSE,FALSE,48.67,3133,2.96,50,1,1
AEDL100260,10,0,2015,RAJESH GUPTA,Delhi,WAZIRPUR,AAAP,,61208,M,1,1,1,FALSE,FALSE,54.85,22044,19.76,36,1,1
AEDL100272,10,0,2015,VIVEK GARG,Delhi,MODEL TOWN,BJP,,37922,M,2,1,0,FALSE,FALSE,36.36,28930,27.74,44,,1
AEDL100279,10,0,2015,PARVEEN KUMAR JAIN,Delhi,SADAR BAZAR,BJP,,33192,M,2,1,0,FALSE,FALSE,27.83,16861,14.14,58,,1
AEDL100304,10,0,2015,ASIM AHMED KHAN,Delhi,MATIA MAHAL,AAAP,,47584,M,1,1,1,FALSE,FALSE,59.23,26096,32.48,38,1,1
AEDL100306,10,0,2015,SHAKEEL ANJUM DEHLVI,Delhi,MATIA MAHAL,BJP,,9105,M,3,1,0,FALSE,FALSE,11.33,8675,10.8,54,,1
AEDL100321,10,0,2015,IMRAN HUSSAIN,Delhi,BALLIMARAN,AAAP,,57118,M,1,1,1,FALSE,FALSE,59.71,33877,35.42,33,1,1
AEDL100322,10,0,2015,SHAYAM LAL MORWAL,Delhi,BALLIMARAN,BJP,,23241,M,2,1,0,FALSE,FALSE,24.3,10036,10.49,59,,1
AEDL100344,10,0,2015,HAZARI LAL CHAUHAN,Delhi,PATEL NAGAR,AAAP,,68868,M,1,1,1,FALSE,FALSE,59.05,34638,29.7,66,1,1
AEDL100350,10,0,2015,SHIV CHARAN GOEL,Delhi,MOTI NAGAR,AAAP,,60223,M,1,1,1,FALSE,FALSE,53.13,15221,13.43,53,1,1
AEDL100357,10,0,2015,RAJ KUMAR,Delhi,MADIPUR,BJP,,37184,M,2,1,0,FALSE,FALSE,31.97,26834,23.07,46,,1
AEDL100362,10,0,2015,JARNAIL SINGH,Delhi,RAJOURI GARDEN,AAAP,,54916,M,1,1,1,FALSE,FALSE,46.55,10036,8.51,41,1,1
AEDL100364,10,0,2015,A MEENAKSHI CHANDELA A,Delhi,RAJOURI GARDEN,INC,,14167,F,3,2,0,FALSE,FALSE,12.01,12461,10.56,30,,1
AEDL100364,10,1,2017,A Meenakshi Chandelaa,Delhi,RAJOURI GARDEN,INC,INC,25950,,2,2,0,FALSE,FALSE,33.51,15707,20.28,,,1
AEDL100383,10,0,2015,AVTAR SINGH HIT,Delhi,HARI NAGAR,BJP,,38954,M,2,1,0,FALSE,FALSE,34.85,32802,29.34,69,,1
AEDL100408,10,0,2015,SANJAY SINGH,Delhi,VIKASPURI,BJP,,54772,M,2,1,0,FALSE,FALSE,25.86,35232,16.63,40,,1
AEDL100416,10,0,2015,NARESH BALYAN,Delhi,UTTAM NAGAR,AAAP,,85881,M,1,1,1,FALSE,FALSE,51.99,30419,18.42,38,1,1
AEDL100427,10,0,2015,ADARSH SHASTRI,Delhi,DWARKA,AAAP,,79729,M,1,1,1,FALSE,FALSE,59.08,39366,29.17,41,1,1
AEDL100454,10,0,2015,KAILASH GAHLOT,Delhi,NAJAFGARH,AAAP,,55598,M,1,1,1,FALSE,FALSE,34.62,1555,0.97,40,1,1
AEDL100503,10,0,2015,NUPUR SHARMA,Delhi,NEW DELHI,BJP,,25630,F,2,1,0,FALSE,FALSE,28.73,20849,23.37,29,,1
AEDL100525,10,0,2015,RAVINDER CHOUDHRY,Delhi,KASTURBA NAGAR,BJP,,34870,M,2,1,0,FALSE,FALSE,35.41,23637,24,44,,1
AEDL100537,10,0,2015,DR. NANDANI SHARMA,Delhi,MALVIYA NAGAR,BJP,,35299,F,2,1,0,FALSE,FALSE,37.91,29744,31.95,45,,1
AEDL100543,10,0,2015,PARMILA TOKAS,Delhi,R K PURAM,AAAP,,54645,F,1,1,1,FALSE,FALSE,56.77,19068,19.81,37,1,1
AEDL100555,10,0,2015,NARESH YADAV,Delhi,MEHRAULI,AAAP,,58125,M,1,1,1,FALSE,FALSE,51.06,16951,14.89,42,1,1
AEDL100556,10,0,2015,SARITA CHAUDHARY,Delhi,MEHRAULI,BJP,,41174,F,2,1,0,FALSE,FALSE,36.17,29109,25.57,41,,1
