pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Terms,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Terms,Terms_Contested
9015,7,0,1991,ZAKIR HUSSAIN,Haryana,TAORU,IND,,28513,M,1,1,1,FALSE,FALSE,39,5900,8.07,,1,1
9023,5,0,1982,BALBIR SINGH,Haryana,PEHOWA,IND,,18928,M,2,3,1,FALSE,FALSE,33.41,12444,21.96,,1,3
9023,6,0,1987,BALBIR SINGH,Haryana,PEHOWA,LKD,IND,43756,M,1,3,1,FALSE,FALSE,61.41,23594,33.11,,1,3
9023,7,0,1991,BALBIR SINGH,Haryana,PEHOWA,IND,LKD,17344,M,2,3,1,FALSE,TRUE,22.86,3994,5.26,,1,3
9070,7,0,1991,ASHOK KUMAR,Haryana,THANESAR,JP,,18458,M,2,1,0,FALSE,FALSE,25.38,3394,4.67,,,1
9089,5,0,1982,NIRMAL SINGH,Haryana,NAGGAL,INC,,28106,M,1,3,2,FALSE,FALSE,53.2,14003,26.51,,2,3
9089,6,0,1987,NIRMAL SINGH,Haryana,NAGGAL,INC,INC,24171,M,2,3,2,FALSE,TRUE,36.26,19786,29.68,,2,3
9089,7,0,1991,NIRMAL SINGH,Haryana,NAGGAL,INC,INC,31407,M,1,3,2,FALSE,FALSE,44.1,10505,14.75,,2,3
9097,7,0,1991,RAM PHAL,Haryana,SAFIDON,JP,,19433,M,2,1,0,FALSE,FALSE,28.31,10570,15.4,,,1
9114,5,0,1982,SHAKUNTLA,Haryana,BAWAL,INC,,33534,F,1,3,2,FALSE,FALSE,59.21,18512,32.69,,2,3
9114,6,0,1987,SHAKUNTLA BHAGWARIA,Haryana,BAWAL,IND,INC,21117,F,2,3,2,FALSE,TRUE,31.47,2641,3.94,,2,3
9114,7,0,1991,SHAKUNTLA BHAGWARIA,Haryana,BAWAL,INC,IND,31605,F,1,3,2,FALSE,FALSE,47.38,9741,14.6,,2,3
9125,5,0,1982,KAILASH CHAND,Haryana,NARNAUL,BJP,,18298,M,2,3,1,FALSE,FALSE,32.45,11220,19.9,,1,3
9125,6,0,1987,KAILASH CHAND SHARMA,Haryana,NARNAUL,BJP,BJP,42629,M,1,3,1,FALSE,FALSE,59.58,21243,29.69,,1,3
9125,7,0,1991,KAILASH CHAND,Haryana,NARNAUL,BJP,BJP,9083,M,4,3,1,FALSE,TRUE,13.25,6752,9.85,,1,3
9134,2,0,1968,HARPAL SINGH,Haryana,TOHANA,VHP,,14621,M,1,4,4,FALSE,FALSE,46.66,6465,20.63,,4,4
9134,3,0,1972,HARPAL SINGH,Haryana,TOHANA,INC,VHP,27907,M,1,4,4,TRUE,TRUE,63.47,18151,41.28,,4,4
9134,5,0,1982,HARPAL SINGH,Haryana,TOHANA,INC,INC,31184,M,1,4,4,FALSE,FALSE,52.93,7392,12.55,,4,4
9134,7,0,1991,HARPAL SINGH,Haryana,TOHANA,INC,INC,22279,M,1,4,4,FALSE,FALSE,30.23,2791,3.79,,4,4
9142,5,0,1982,JOGI RAM,Haryana,KALAYAT,LKD,,27228,M,1,2,1,FALSE,FALSE,56.94,10468,21.89,,1,2
9142,7,0,1991,JOGI RAM S/O DATU RAM,Haryana,KALAYAT,INC,LKD,17117,M,2,2,1,TRUE,FALSE,30.92,12367,22.34,,1,2
9146,2,0,1968,AMIR SINGH,Haryana,BADHRA,VHP,,11460,M,1,6,4,FALSE,FALSE,33.9,2712,8.02,,4,6
9146,3,0,1972,AMAR SINGH,Haryana,BAWANIKHERA,VHP,VHP,23180,M,1,6,4,FALSE,FALSE,60.22,7866,20.43,,4,6
9146,4,0,1977,AMAR SINGH,Haryana,BAWANI KHERA,INC,VHP,6919,M,2,6,4,TRUE,TRUE,19.59,6150,17.42,,4,6
9146,5,0,1982,AMAR SINGH,Haryana,BAWANI KHERA,LKD,INC,24298,M,1,6,4,TRUE,FALSE,44.68,1335,2.45,,4,6
9146,6,0,1987,AMAR SINGH,Haryana,BAWANI KHERA,INC,LKD,19481,M,2,6,4,TRUE,TRUE,30.25,18770,29.15,,4,6
9146,7,0,1991,AMAR SINGH,Haryana,BAWANI KHERA,HVP,INC,21869,M,1,6,4,TRUE,FALSE,36.43,6977,11.62,,4,6
9148,7,0,1991,DHARAM PAL,Haryana,SOHNA,INC,,34047,M,1,1,1,FALSE,FALSE,46.66,17344,23.77,,1,1
AEHR100365,7,1,1993,Chandermohan,Haryana,Kalka,INC,,82918,M,1,1,1,FALSE,FALSE,79.7,61800,59.4,,1,1
AEHR100366,7,1,1993,Pradeep Kumar,Haryana,Kalka,IND,,21118,M,2,1,0,FALSE,FALSE,20.3,0,0,,,1
AEHR100368,7,1,1993,Randeep Singh,Haryana,Narwana,INC,,28342,M,2,1,0,FALSE,FALSE,37.47,0,0,,,1
AEHR1014,3,0,1972,GAURI SHANKAR,Haryana,NARWANA,NCO,,17482,M,1,3,1,FALSE,FALSE,36.16,1749,3.62,,1,3
AEHR1014,5,0,1982,GORI SHANKAR,Haryana,NARWANA,IND,NCO,12620,M,3,3,1,FALSE,FALSE,20.43,10690,17.3,,1,3
AEHR1014,7,0,1991,GAURI SHANKER,Haryana,NARWANA,HVP,IND,16284,M,2,3,1,FALSE,FALSE,23.89,675,0.99,,1,3
AEHR1127,3,0,1972,BALBIR SINGH,Haryana,SOHNA,IND,,343,M,4,3,0,FALSE,FALSE,0.7,22,0.05,,,3
AEHR1127,6,0,1987,BALBIR SINGH,Haryana,SOHNA,LKD(A),IND,4285,M,4,3,0,FALSE,FALSE,5.87,1934,2.65,,,3
AEHR1127,7,0,1991,BALBIR SINGH,Haryana,SOHNA,JD,LKD(A),4763,M,4,3,0,TRUE,FALSE,6.53,3865,5.3,,,3
AEHR1151,3,0,1972,BANSHI SINGH,Haryana,ATELI,VHP,,17214,M,1,3,2,FALSE,FALSE,42.64,4636,11.48,,2,3
AEHR1151,5,0,1982,BANSI SINGH,Haryana,ATELI,INC,VHP,27105,M,2,3,2,TRUE,FALSE,46.83,26221,45.3,,2,3
AEHR1151,7,0,1991,BAMSHI SINGH,Haryana,ATELI,INC,INC,19343,M,1,3,2,FALSE,FALSE,29.61,66,0.1,,2,3
AEHR1238,3,0,1972,LACHMAN DASS,Haryana,SIRSA,IND,,19889,M,2,5,2,FALSE,FALSE,44.93,17719,40.03,,2,5
AEHR1238,4,0,1977,LACHHMAN DAS,Haryana,SIRSA,IND,IND,9870,M,2,5,2,FALSE,FALSE,21.65,249,0.55,,2,5
AEHR1238,5,0,1982,LACHHMAN DAS ARORA,Haryana,SIRSA,IND,IND,18458,M,1,5,2,FALSE,FALSE,30.61,1780,2.95,,2,5
AEHR1238,6,0,1987,LACHHAMAN DAS ARORA,Haryana,SIRSA,INC,IND,24637,M,2,5,2,FALSE,TRUE,30.86,4913,6.15,,2,5
AEHR1238,7,0,1991,LACHHMAN DASS,Haryana,SIRSA,INC,INC,33102,M,1,5,2,FALSE,FALSE,40.44,18995,23.21,,2,5
AEHR1263,4,0,1977,BHAG MAL,Haryana,SADHAURA,JNP,,23989,M,1,4,3,FALSE,FALSE,52.34,7637,16.66,,3,4
AEHR1263,5,0,1982,BHAGMAL,Haryana,SADHAURA,BJP,JNP,20981,M,1,4,3,TRUE,TRUE,40.08,10,0.02,,3,4
AEHR1263,6,0,1987,BHAG MAL,Haryana,SADHAURA,IND,BJP,37246,M,1,4,3,FALSE,TRUE,53.22,16008,22.87,,3,4
AEHR1263,7,0,1991,BHAG MAL,Haryana,SADHAURA,BJP,IND,2726,M,6,4,3,FALSE,TRUE,3.66,545,0.73,,3,4
AEHR1327,4,0,1977,RAM PAL SINGH,Haryana,GHARAUNDA,JNP,,17949,M,1,3,2,FALSE,FALSE,43.5,10952,26.54,,2,3
AEHR1327,6,0,1987,RAM PAL SINGH,Haryana,GHARAUNDA,IND,JNP,16850,M,3,3,2,FALSE,FALSE,26.17,15722,24.42,,2,3
AEHR1327,7,0,1991,RAM PAL SINGH S/O BASANT SINGH,Haryana,GHARAUNDA,INC,IND,19466,M,1,3,2,FALSE,FALSE,27.92,9774,14.02,,2,3
AEHR1329,4,0,1977,OM PARKASH S/O HARI CHAND,Haryana,GHARAUNDA,IND,,6997,M,2,4,0,FALSE,FALSE,16.96,1010,2.45,,,4
AEHR1329,5,0,1982,OM PRAKASH,Haryana,GHARAUNDA,IND,IND,11898,M,2,4,0,FALSE,FALSE,22.48,3041,5.75,,,4
AEHR1329,6,0,1987,OM PARKASH,Haryana,GHARAUNDA,IND,IND,237,M,10,4,0,FALSE,FALSE,0.37,1,0,,,4
AEHR1329,7,0,1991,OM PARKASH,Haryana,GHARAUNDA,BJP,IND,9692,M,2,4,0,FALSE,FALSE,13.9,1642,2.35,,,4
AEHR1333,4,0,1977,KULDIP SINGH,Haryana,GHARAUNDA,IND,,1634,M,6,2,0,FALSE,FALSE,3.96,83,0.2,,,2
AEHR1333,7,0,1991,KULDIP SINGH,Haryana,GHARAUNDA,JP,IND,8050,M,3,2,0,FALSE,FALSE,11.55,146,0.21,,,2
AEHR1338,4,0,1977,KARAM CHAND,Haryana,ASSANDH,INC,,3953,M,2,2,0,FALSE,FALSE,12.74,2518,8.12,,,2
AEHR1338,7,0,1991,KARAM CHAND,Haryana,ASSANDH,INC,INC,17030,M,2,2,0,FALSE,FALSE,28.32,8324,13.84,,,2
AEHR1361,4,0,1977,SATBIR,Haryana,NAULTHA,JNP,,22023,M,1,3,1,FALSE,FALSE,54.94,13361,33.33,,1,3
AEHR1361,5,0,1982,SATBIR,Haryana,NAULTHA,LKD,JNP,16713,M,2,3,1,TRUE,TRUE,31.66,10826,20.51,,1,3
